SSC_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50061,38,71,55,39,59,23,13,310,4,3,0,0,0,0,0,11,4,0,4,0,0,5,0,15,78,126,101,83,123,65,34,611,8,12,11,6,5,9,3,52,4,8,11,5,8,3,0,43,8,24,18,11,19,11,3,94,86,150,123,94,140,76,35,706,93,97,64,36,43,21,16,373,3,0,0,0,0,0,0,7,177,244,190,134,184,98,51,1081
SSC50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,12
SSC50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC50068,0,7,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,6,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,6,3,0,33,5,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,11,12,3,8,6,3,0,45
SSC50069,35,50,38,15,24,6,6,172,3,0,0,0,0,0,0,7,0,7,3,0,0,0,0,10,61,94,56,36,65,14,9,340,9,20,9,8,0,0,0,48,4,6,7,3,3,0,0,28,14,28,19,8,3,0,0,72,81,120,74,44,67,19,9,409,56,70,38,18,25,12,4,217,0,0,0,0,0,0,0,3,133,186,116,60,88,29,10,629
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50075,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,7,0,0,17,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,7,6,11,3,3,7,0,0,27,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,10,10,8,5,3,0,0,34
SSC50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC50078,21,42,26,10,17,6,4,130,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,29,65,50,26,56,23,11,261,0,7,0,0,0,0,0,14,3,11,8,0,0,0,0,19,10,15,7,3,0,0,0,34,40,83,58,30,56,25,9,290,36,36,22,10,16,3,0,128,0,0,0,0,0,0,0,0,79,119,74,40,69,34,11,424
SSC50079,3,3,4,5,7,6,0,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,15,17,19,23,14,3,93,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,20,17,17,25,14,3,99,3,0,3,4,6,0,0,19,0,0,0,0,0,0,0,0,7,18,14,20,30,14,6,120
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,6,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,12,8,7,0,0,63,0,3,0,4,0,0,0,5,0,3,0,0,0,0,0,5,0,5,3,4,0,0,0,9,16,22,14,15,7,0,0,78,15,13,7,4,5,0,0,41,0,0,0,0,0,0,0,0,29,36,17,19,13,0,0,116
SSC50082,3,21,19,12,15,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,29,18,24,3,0,107,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,12,0,4,6,0,0,0,0,8,11,34,32,22,26,3,0,119,19,19,7,5,7,0,0,58,0,0,0,0,0,0,0,3,24,53,41,22,36,3,0,180
SSC50083,6,49,23,18,31,11,5,144,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,28,75,45,40,59,29,14,281,0,10,0,3,3,3,0,16,0,3,7,0,3,0,0,17,0,11,6,5,5,3,0,35,28,86,52,37,64,27,14,316,46,23,11,11,15,5,3,111,0,0,0,0,0,0,0,0,67,116,67,48,79,40,13,431
SSC50084,0,10,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,5,0,3,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,4,4,25,6,0,5,0,3,50,9,12,4,7,6,0,0,32,0,0,0,0,0,0,0,0,12,34,11,5,13,0,3,78
SSC50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50086,8,11,15,3,11,3,0,64,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,21,24,14,31,7,3,113,0,3,0,0,3,0,0,7,0,3,0,0,4,0,0,9,0,7,0,4,7,0,0,21,16,30,28,16,33,10,3,134,15,21,9,11,4,3,0,63,0,0,0,3,0,0,0,3,32,49,32,24,40,16,11,197
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50090,3,20,14,7,10,7,3,78,3,3,3,3,0,0,0,8,0,0,0,0,0,0,0,3,15,39,21,26,29,16,11,166,0,4,4,0,4,0,0,10,0,3,0,0,3,0,0,14,4,4,8,3,5,0,0,26,20,52,28,31,39,14,11,187,36,32,21,16,10,0,3,117,0,0,0,0,0,0,0,0,60,84,45,42,46,19,15,304
SSC50091,9,19,12,11,11,4,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,20,26,33,12,7,145,4,3,0,0,3,0,0,15,0,8,0,0,3,0,0,13,4,15,3,0,9,0,0,26,11,45,28,29,40,12,11,174,13,13,11,9,7,5,0,55,0,0,0,0,0,0,0,0,25,52,36,33,47,22,11,230
SSC50092,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,0,0,25,9,3,0,0,4,0,0,14,0,0,0,0,0,0,0,0,8,13,4,4,3,0,0,39
SSC50093,15,29,27,12,30,9,0,116,3,3,4,3,0,0,0,17,0,0,0,0,4,0,0,8,27,47,39,39,49,21,8,224,3,4,0,4,5,0,0,23,3,3,5,3,3,0,0,15,7,9,9,4,4,0,0,34,30,55,42,45,56,22,9,257,70,41,33,19,25,7,3,195,6,3,0,0,0,0,0,10,108,91,73,64,85,29,10,464
SSC50094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
SSC50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC50098,9,27,17,16,9,9,4,98,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,20,60,30,33,32,12,7,199,0,7,5,0,0,0,0,8,0,4,4,0,4,0,0,15,0,9,7,0,0,0,0,21,24,69,40,31,39,12,7,220,21,31,10,7,17,3,0,90,0,0,0,0,0,0,0,0,47,98,50,37,54,14,7,314
SSC50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC50101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC50102,10,19,15,12,9,3,3,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,20,29,28,24,18,5,7,127,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,8,0,3,5,3,0,0,0,9,21,37,29,28,19,5,7,140,20,21,14,8,14,0,3,82,0,0,0,0,0,0,0,0,40,49,45,37,36,10,10,219
SSC50103,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,3,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,5,8,4,3,0,3,0,18
SSC50104,4,19,3,7,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,8,11,6,3,0,52,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,5,0,5,4,0,0,0,0,14,4,28,8,11,9,4,0,64,11,4,12,4,3,0,0,40,0,0,0,0,0,0,0,0,16,32,22,13,11,4,0,105
SSC50105,11,22,9,13,10,3,5,74,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,4,16,41,20,20,24,12,11,148,0,3,0,0,0,0,0,0,5,10,0,0,0,0,0,15,5,8,0,0,3,0,0,18,19,44,21,20,20,12,11,163,24,21,8,9,8,0,0,72,3,0,0,3,0,0,0,4,49,70,34,33,27,12,15,244
SSC50106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11
SSC50107,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9
SSC50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8
SSC50110,3,9,10,7,9,4,0,47,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,13,21,21,18,30,16,4,128,0,0,0,3,3,0,0,8,0,3,3,0,3,0,0,15,0,3,3,3,5,0,0,19,14,24,21,21,34,22,3,146,21,22,8,5,3,5,3,70,3,0,0,0,0,0,0,8,45,54,27,29,38,21,11,216
SSC50111,9,7,11,9,4,3,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,14,12,13,15,7,12,75,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,6,5,3,0,0,0,4,0,16,19,16,12,13,15,9,12,88,31,31,7,11,11,3,3,95,0,0,0,0,0,0,0,3,50,46,28,17,27,14,10,188
SSC50112,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,12,0,0,31,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,10,4,12,0,0,35,6,6,3,0,0,0,0,20,0,0,0,0,0,0,0,0,6,15,9,5,11,3,0,52
SSC50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,14,27,9,6,11,3,0,69,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,25,51,19,27,26,13,7,168,8,10,6,3,4,0,0,36,9,8,3,0,0,0,0,19,11,21,10,3,4,0,0,55,41,71,31,29,34,13,7,226,47,59,15,3,7,6,0,143,0,0,0,0,0,0,0,4,87,135,46,37,43,18,11,372
SSC50116,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,6,0,4,3,4,0,0,0,19,3,6,9,4,6,0,0,27,0,0,0,0,0,0,0,0,9,15,10,10,7,0,0,44
SSC50117,5,19,21,6,22,7,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,37,17,37,18,12,157,0,4,3,0,0,0,0,5,4,3,4,0,4,0,0,17,4,7,7,3,4,0,0,22,11,43,44,17,41,16,12,184,14,11,4,3,3,0,3,40,0,0,0,0,0,0,0,3,30,50,48,20,43,16,12,226
SSC50118,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9
SSC50119,7,23,18,19,14,7,0,95,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,34,28,37,45,16,8,179,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,17,0,3,3,0,5,3,0,21,14,45,28,36,47,16,10,194,17,15,3,5,5,3,0,50,0,0,0,0,0,0,0,0,35,56,30,41,45,19,13,247
SSC50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50123,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,16,12,6,0,0,0,34,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,4,0,0,0,0,0,8,9,17,11,6,0,0,0,38,5,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,8,22,14,5,0,0,0,51
SSC50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
