SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC50103,87,100,188,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,24,15,38,0,0,0,0,0,0,0,0,0,0,0,0,24,20,42,5,3,10,0,0,0,32,26,66,10,7,22,134,132,271
SSC50104,416,395,809,21,29,54,3,3,3,0,3,4,0,3,5,0,3,4,197,183,383,0,0,0,0,0,0,0,0,0,0,0,0,203,199,401,22,23,44,3,0,0,257,250,505,65,52,117,730,696,1426
SSC50105,1353,1389,2745,136,143,279,31,21,54,30,26,50,36,29,59,14,9,21,814,716,1532,0,4,4,9,12,18,0,0,0,0,0,0,936,817,1747,440,403,837,32,23,55,1545,1387,2925,379,298,673,3274,3071,6342
SSC50106,62,59,122,11,8,18,0,0,0,0,0,0,0,0,0,0,0,0,19,14,35,0,0,0,0,0,6,0,0,0,0,0,0,25,13,40,3,0,5,3,4,3,40,29,69,15,7,24,116,97,210
SSC50107,61,55,112,5,8,9,0,0,0,0,0,0,0,0,0,0,0,0,22,28,49,0,0,0,0,0,0,0,0,0,0,0,0,22,28,49,0,0,0,0,0,0,28,35,65,9,17,30,104,102,206
SSC50108,6,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,20
SSC50109,48,43,91,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,10,19,0,0,0,0,0,0,0,0,0,0,0,0,11,10,19,0,3,3,0,0,0,12,12,22,4,12,18,69,62,135
SSC50110,1513,1483,2995,116,139,249,3,5,10,9,9,22,10,8,15,5,4,12,477,453,931,0,4,3,0,0,3,0,0,3,0,0,0,517,484,1002,161,173,341,12,3,14,802,805,1607,158,110,265,2476,2396,4870
SSC50111,1134,1375,2504,160,166,331,34,29,66,50,29,80,29,15,42,15,4,16,860,877,1740,4,3,8,13,3,13,3,0,5,3,0,5,1011,962,1978,1390,1018,2408,68,73,145,2633,2221,4860,445,646,1094,4211,4244,8456
SSC50112,351,350,701,55,64,119,4,6,12,3,11,10,12,8,21,0,0,3,141,153,290,0,0,0,0,3,3,0,0,0,0,0,0,163,176,341,42,46,91,9,7,13,268,289,556,75,62,133,693,702,1395
SSC50113,12,10,20,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,0,0,0,14,13,26
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,1278,1186,2463,99,109,209,20,17,37,22,22,46,24,26,49,6,12,19,832,859,1693,6,10,12,8,3,11,0,0,3,0,0,0,927,942,1867,283,352,640,27,8,35,1332,1410,2749,137,136,269,2749,2734,5481
SSC50116,314,306,615,59,63,119,0,3,6,3,0,3,3,3,5,0,0,0,96,100,196,0,0,0,0,0,0,0,0,0,0,0,0,103,109,214,14,14,30,0,0,3,171,183,361,74,73,148,560,562,1126
SSC50117,1714,1855,3564,60,68,128,13,17,27,19,18,33,6,10,19,5,3,3,594,606,1200,7,4,13,10,9,18,5,8,14,0,0,0,658,669,1330,134,131,267,13,5,16,871,874,1743,144,132,277,2726,2866,5587
SSC50118,219,223,442,23,27,50,0,0,0,7,4,9,0,0,0,0,0,0,51,48,104,0,0,0,3,0,4,0,0,0,0,0,0,58,53,113,3,5,7,0,0,0,88,86,171,15,16,32,322,329,648
SSC50119,1582,1739,3323,175,190,369,26,26,48,18,32,48,31,31,59,11,7,21,699,807,1506,4,3,7,3,4,7,3,3,10,0,0,0,792,918,1714,146,195,340,23,18,40,1139,1322,2462,203,241,446,2920,3310,6232
SSC50120,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,6,6,8
SSC50121,60,49,104,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,32,22,55,0,0,0,0,0,0,0,0,0,0,0,0,32,22,55,3,6,7,0,0,0,41,30,68,11,3,19,110,79,197
SSC50122,13,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,14,11,20
SSC50123,105,73,180,177,204,384,15,22,34,13,13,27,12,17,23,6,4,12,127,151,283,4,3,7,10,14,30,0,0,0,0,0,0,195,222,423,30,36,69,16,14,29,421,475,895,69,65,135,597,617,1211
SSC50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50125,22,19,39,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,3,7,9,7,19,3,3,14,38,36,72
SSC50126,305,307,605,37,38,78,0,0,0,0,4,7,5,3,7,0,0,0,159,147,307,3,0,3,3,0,3,0,0,0,0,0,0,170,157,333,13,9,23,9,5,11,227,212,440,40,40,82,566,561,1131
SSC50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50128,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC50129,282,268,548,77,63,137,3,11,10,6,6,12,3,9,10,5,7,11,157,179,336,0,0,0,0,0,0,0,0,0,0,0,0,177,204,380,11,10,22,4,4,7,270,279,552,49,36,82,598,583,1183
SSC50130,24,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,0,0,0,0,0,0,7,6,11,8,8,14,43,32,68
SSC50131,19,20,36,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,9,11,25,0,0,0,0,0,0,0,0,0,0,0,0,9,11,25,0,0,0,0,0,0,17,21,32,4,4,7,31,39,72
SSC50132,293,346,640,64,66,135,4,10,16,3,4,7,5,7,12,0,3,3,114,135,250,0,0,0,3,3,7,0,0,0,0,0,0,130,168,301,16,17,35,4,4,7,223,258,476,99,83,181,610,689,1296
SSC50133,21,26,44,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,3,9,8,19,0,0,0,29,33,60
SSC50134,15,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,17,0,0,0,0,0,0,0,0,0,0,0,0,4,5,17,0,0,0,0,0,0,4,5,17,0,0,0,20,25,45
SSC50135,15,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,28
SSC50136,14,9,27,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,10,8,13,11,3,16,32,21,51
SSC50137,218,224,439,70,79,148,3,7,9,10,9,19,13,14,24,0,0,0,144,154,303,0,0,0,0,0,0,0,0,0,0,0,0,171,179,352,14,24,35,3,0,3,263,278,542,58,52,108,536,553,1090
SSC50138,6,8,17,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,3,7,0,0,0,11,12,21
SSC50139,16,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,19,18,35
SSC50140,60,50,106,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,10,22,28,0,0,0,0,0,0,0,0,0,0,0,0,10,22,28,0,0,3,0,0,0,17,22,38,3,5,3,75,75,152
SSC50141,12,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,14,18,33
SSC50142,71,64,137,6,5,15,0,0,0,0,0,3,0,0,0,0,0,0,9,10,18,0,0,0,0,0,0,0,0,0,0,0,0,9,11,25,0,0,4,0,0,0,23,21,42,6,3,11,98,87,185
SSC50143,26,19,44,0,0,3,6,0,6,3,3,3,3,8,12,0,0,0,34,28,63,0,0,0,0,0,0,0,0,0,0,0,0,47,37,86,0,0,0,0,0,0,50,39,87,27,15,43,100,68,169
SSC50144,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50145,45,36,81,4,3,11,0,0,0,0,0,0,0,3,3,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,0,0,0,0,0,0,11,16,23,3,0,5,56,55,109
SSC50146,11,10,17,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,4,0,0,0,7,6,15,3,0,0,21,21,38
SSC50147,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7
SSC50148,1426,1602,3021,135,133,268,14,15,34,14,14,32,13,16,34,5,3,12,577,622,1201,0,0,0,5,7,10,0,3,3,0,0,0,637,689,1321,201,186,388,14,8,23,987,1009,1999,124,121,251,2536,2734,5269
SSC50149,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,4,3,12
SSC50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50151,43,40,80,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,11,21,0,0,3,0,0,0,0,0,0,0,0,0,10,11,22,0,0,0,0,0,0,11,8,21,5,6,10,58,61,118
SSC50152,18,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,17,19,36
SSC50153,8,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,4,0,3,4,17,12,27
SSC50154,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50155,11,9,26,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,0,0,0,0,0,0,19,13,29,4,0,5,33,27,56
SSC50156,12,14,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,6,4,8,21,21,38
SSC50157,34,30,61,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,14,17,32,0,0,0,0,0,0,0,0,0,0,0,0,14,22,32,0,0,0,0,0,0,17,21,35,3,3,4,49,51,104
SSC50158,24,16,36,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,7,4,10,6,4,6,34,25,55
SSC50159,1115,993,2112,165,150,323,40,28,64,36,32,71,31,28,64,31,25,54,486,471,948,27,21,54,6,6,9,0,0,3,0,0,0,663,611,1271,89,92,178,21,11,31,931,867,1799,288,245,536,2339,2101,4442
SSC50160,10,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17,0,0,0,0,0,0,9,7,17,3,4,6,23,27,49
SSC50161,253,218,468,19,20,33,5,5,8,0,3,3,0,0,0,0,0,0,110,96,204,0,0,0,0,0,3,0,0,0,0,0,0,114,109,220,11,11,15,0,4,4,144,137,282,27,20,46,418,376,796
SSC50162,130,125,253,42,36,78,0,3,4,0,0,4,0,0,0,0,0,0,37,51,87,0,0,0,0,0,0,0,0,0,0,0,0,43,58,97,3,3,3,0,0,0,90,95,182,12,4,16,226,224,450
SSC50163,29,30,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,8,3,9,43,34,72
SSC50164,26,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,14,0,0,0,0,0,0,0,0,0,0,0,0,5,12,15,0,0,0,0,0,0,10,12,18,3,3,9,42,33,74
SSC50165,37,33,70,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,13,5,15,6,3,17,54,41,100
SSC50166,18,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,14,39
SSC50167,28,22,55,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,13,3,15,0,0,0,0,0,0,13,6,18,0,0,0,43,30,73
SSC50168,197,189,379,5,4,12,0,0,0,3,7,9,0,0,3,0,0,3,78,88,168,0,0,0,0,0,0,0,0,0,0,0,0,82,95,177,9,8,14,0,0,0,96,108,208,6,8,16,296,305,606
SSC50169,339,343,682,34,40,73,3,0,5,3,0,4,3,4,6,0,0,0,130,125,260,3,3,6,4,5,10,0,0,0,0,0,0,150,141,295,4,7,11,0,3,5,189,197,384,38,35,75,571,572,1138
SSC50170,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,6,3,13,3,0,0,16,10,19
SSC50171,12,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,5,5,8,0,0,0,17,13,27
SSC50172,236,265,500,46,61,103,3,3,5,6,3,10,4,3,6,4,7,8,66,70,141,0,0,0,0,5,5,0,0,0,0,0,0,89,85,172,0,3,6,0,0,0,132,148,282,31,45,79,409,463,870
SSC50173,51,37,86,52,49,103,22,11,33,11,8,20,17,14,31,11,7,22,1012,1014,2031,6,9,9,3,0,8,0,0,0,0,0,0,1085,1067,2152,171,215,390,12,9,17,1317,1346,2661,92,87,177,1458,1470,2927
SSC50174,14,25,40,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,12,23,0,0,0,0,0,0,0,0,0,0,0,0,7,12,23,0,3,3,0,0,0,13,14,30,4,6,9,37,44,81
SSC50175,17,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,0,0,0,0,0,0,10,4,10,3,3,7,29,19,44
SSC50176,11,12,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,3,5,5,10,3,11,22,17,36
SSC50177,94,81,177,19,20,39,0,3,0,0,0,0,3,0,0,3,3,8,32,28,64,0,0,0,0,0,3,0,0,0,0,0,0,40,40,78,6,7,8,0,0,0,73,61,132,25,25,59,195,174,366
SSC50178,436,530,972,37,33,63,11,7,18,11,5,16,4,8,13,0,0,0,227,266,495,0,0,0,0,0,0,0,0,0,0,0,0,249,294,543,102,101,206,3,8,8,387,428,821,69,65,132,898,1032,1925
SSC50179,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50180,656,716,1368,174,209,376,7,10,18,0,0,0,0,0,0,10,6,12,268,315,584,0,0,0,0,0,0,0,0,0,0,0,0,284,340,626,21,27,52,4,0,8,489,573,1068,124,121,252,1272,1415,2684
SSC50181,219,213,434,11,18,27,4,0,3,0,0,3,0,0,0,0,0,0,124,128,249,0,0,0,0,3,7,0,0,0,0,0,0,125,133,261,8,15,24,3,3,3,149,169,319,24,27,49,398,403,799
SSC50182,13,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,9,3,0,10,19,19,36
SSC50183,848,922,1772,308,327,641,7,13,26,11,11,25,12,10,24,6,7,12,405,469,873,6,6,13,9,4,11,0,0,0,0,0,0,462,528,989,42,66,106,18,50,67,833,972,1806,190,289,479,1869,2180,4051
SSC50184,185,173,353,39,38,77,7,4,5,5,6,10,3,5,9,0,0,3,68,73,143,0,0,0,0,0,0,0,0,0,0,0,0,80,90,172,16,23,37,3,3,4,136,153,289,25,25,51,343,353,692
SSC50185,168,165,334,74,70,141,6,6,11,0,4,8,3,6,7,3,0,4,76,86,167,3,0,4,0,0,3,0,0,0,0,0,0,96,106,204,26,35,66,7,0,4,202,218,417,92,107,196,457,494,952
SSC50186,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,0,3,8,8,13
SSC50187,568,649,1216,102,109,211,10,9,14,5,6,13,4,14,17,10,11,19,372,383,757,3,0,3,3,3,4,0,0,0,0,0,0,403,430,832,55,74,133,11,11,25,580,618,1197,131,106,238,1277,1371,2651
SSC50188,86,75,166,3,5,12,0,0,0,0,0,0,0,3,4,0,0,0,16,20,29,0,0,0,0,0,0,0,0,0,0,0,0,15,23,37,0,0,0,0,0,0,20,29,46,11,9,28,123,116,239
SSC50189,178,174,354,45,42,87,0,0,0,0,0,0,0,0,0,0,0,0,56,63,124,0,0,3,0,5,10,0,0,0,0,0,0,67,75,141,5,6,19,0,0,3,117,128,246,49,53,107,347,353,699
SSC50190,736,657,1388,263,283,543,18,25,46,42,50,91,31,48,80,16,10,28,266,276,542,3,3,8,13,17,29,0,3,4,0,0,0,400,428,825,96,103,195,7,11,16,762,821,1586,439,347,783,1935,1826,3753
SSC50191,39,33,75,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,3,0,4,0,0,0,18,16,27,7,5,7,62,55,115
SSC50192,62,62,123,6,12,15,0,0,0,0,0,0,0,0,0,0,0,0,20,20,45,0,0,0,0,0,0,0,0,0,0,0,0,26,20,46,3,0,3,0,0,0,36,29,71,20,21,35,115,113,231
SSC50193,51,39,89,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,4,3,3,0,0,0,18,16,31,3,7,12,70,61,131
SSC50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50195,40,28,59,9,6,11,0,0,0,0,0,0,0,0,0,0,0,0,12,11,27,0,0,0,3,0,5,0,0,0,0,0,0,13,14,29,3,0,6,0,0,0,27,27,50,15,15,26,79,62,136
SSC50196,207,185,388,33,33,66,0,4,4,0,0,0,4,0,3,0,0,0,57,63,117,0,0,0,0,0,0,0,0,0,0,0,0,57,65,126,9,13,17,0,0,0,101,110,216,26,26,56,338,322,657
SSC50197,349,325,677,44,30,74,3,0,3,3,3,3,0,0,3,0,0,0,104,85,185,0,0,0,0,0,0,0,0,0,0,0,0,104,85,193,7,9,15,4,0,6,163,135,292,54,50,95,563,504,1073
SSC50198,5,7,14,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,3,3,9,0,0,3,11,14,22
SSC50199,16,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,5,13,20,21,44
SSC50200,432,285,718,262,203,462,39,28,70,32,20,49,41,38,74,10,8,20,260,244,504,10,7,15,10,11,19,0,0,0,0,0,0,389,357,750,88,97,180,9,5,15,747,662,1413,201,122,324,1377,1068,2450
SSC50201,2126,2244,4377,101,112,208,31,22,54,34,30,59,11,21,36,7,7,14,752,780,1525,0,3,3,4,0,6,10,3,7,0,0,0,848,863,1717,361,373,741,9,17,24,1323,1365,2688,135,197,334,3587,3812,7399
SSC50202,3,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,7,0,0,0,8,3,11
SSC50203,34,30,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,3,0,0,0,3,5,13,0,4,8,41,44,85
SSC50204,23,27,53,5,3,7,0,0,0,0,0,3,0,0,0,3,3,3,17,16,28,0,0,0,0,0,0,0,0,0,0,0,0,17,21,40,0,0,0,0,0,3,26,20,50,3,9,12,59,59,111
SSC50205,18,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,20,15,34
SSC50206,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
SSC50207,1215,1233,2449,137,148,284,27,13,36,27,18,44,34,31,62,11,4,14,614,656,1269,4,8,15,4,3,13,12,4,9,0,0,0,725,729,1457,59,59,122,16,12,25,929,951,1885,273,262,536,2416,2453,4870
SSC50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50209,15,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,4,7,3,3,10,26,16,42
SSC50210,788,809,1597,159,176,339,12,14,25,20,14,37,42,34,72,4,7,9,390,446,837,3,3,8,4,7,11,4,0,6,0,0,0,483,524,1012,138,137,275,6,19,25,791,855,1651,200,188,383,1776,1849,3632
SSC50211,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,7
SSC50212,9,7,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,5,0,0,0,12,10,22
SSC50213,20,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,13,3,15,32,20,54
SSC50214,17,13,39,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,10,7,11,3,4,6,29,21,52
SSC50215,15,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,26
SSC50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50217,216,196,419,18,16,37,4,3,4,0,0,0,3,4,6,0,0,0,88,107,196,0,0,0,0,0,3,0,0,3,0,0,0,98,118,209,0,3,0,3,0,6,116,136,257,31,24,57,365,358,730
SSC50218,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
