SSC_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SSC51350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC51351,3,24,13,41,3,45,13,59,8,78,46,131,7,78,54,135,12,65,30,103,4,79,23,107,3,44,11,60,3,3,3,8,3,4,0,8,48,414,189,651,0,20,3,27,3,35,3,48,8,58,24,100,9,44,26,86,7,61,19,79,3,60,17,80,4,22,5,30,4,11,0,12,0,3,3,7,44,317,97,459,3,46,21,66,5,82,19,110,24,135,68,229,17,125,79,220,17,123,47,181,10,135,39,182,11,60,19,86,3,16,3,26,3,8,0,9,94,729,291,1110
SSC51352,49,157,23,226,21,158,11,196,60,384,31,476,89,398,55,543,121,354,35,518,121,386,32,547,114,269,34,413,48,152,27,228,13,84,12,111,640,2349,269,3251,53,132,8,199,33,159,9,208,97,403,30,529,160,325,39,527,168,376,39,579,151,419,29,602,130,322,52,504,63,233,47,343,13,161,21,199,874,2530,276,3681,102,289,37,426,56,317,27,400,158,783,64,1005,248,728,92,1069,285,729,76,1094,270,808,66,1148,244,591,82,921,117,383,69,569,24,251,30,310,1512,4879,544,6938
SSC51353,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,10,0,18
SSC51354,3,18,9,30,7,20,3,33,16,28,12,60,13,40,12,58,19,39,15,73,15,56,18,83,11,29,5,46,3,12,0,10,0,8,0,11,81,243,75,398,8,12,3,22,9,28,3,37,12,44,7,69,11,33,8,58,27,37,11,77,12,39,14,65,5,22,9,40,3,11,0,18,0,0,0,0,86,223,65,378,6,29,13,52,12,46,8,67,31,77,21,127,20,74,18,115,46,79,27,153,31,92,25,147,17,52,16,80,4,23,4,31,3,8,0,13,166,466,142,776
SSC51355,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,8
SSC51356,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,3,3,0,3,0,4,0,7,0,3,0,7,0,0,0,0,0,0,0,3,9,10,4,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,5,0,4,0,5,0,0,3,5,0,3,0,3,0,0,0,0,5,13,3,20,0,0,0,3,0,0,0,0,0,0,3,3,3,3,0,3,4,3,0,12,4,3,0,10,0,3,0,10,0,3,0,3,0,4,0,3,16,22,7,43
SSC51357,17,51,7,73,7,54,7,68,33,148,23,203,32,138,24,191,59,155,25,239,59,174,25,255,45,121,26,195,12,46,3,68,0,10,3,16,271,898,137,1309,27,44,6,72,36,49,10,98,53,162,18,230,65,120,12,200,94,160,19,272,68,155,12,239,50,124,16,186,12,59,9,79,4,19,0,26,411,889,109,1405,46,91,9,147,44,103,15,161,86,307,44,430,104,260,32,392,155,314,46,510,129,326,41,495,100,249,36,383,28,105,14,150,4,27,9,37,686,1780,251,2714
SSC51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,12
SSC51359,3,0,0,3,0,0,0,0,0,7,0,6,0,5,0,9,0,5,0,7,0,7,0,7,0,6,0,6,0,6,0,6,0,0,0,0,4,42,3,45,0,0,0,3,0,0,0,0,0,4,0,4,5,0,5,10,0,5,0,5,0,3,0,8,0,7,0,7,0,0,0,3,0,0,0,0,10,24,3,34,3,0,0,7,0,0,0,0,0,6,0,7,3,4,5,12,0,12,0,13,0,12,0,15,0,16,0,16,0,5,0,6,0,0,0,0,11,65,5,82
SSC51360,21,63,9,91,13,66,0,85,34,203,17,253,43,210,14,264,35,171,13,220,39,136,10,187,19,83,11,106,10,33,6,57,0,8,0,8,217,980,78,1273,18,62,6,83,17,54,3,75,40,241,18,294,48,218,16,280,42,153,12,215,30,143,10,181,18,89,6,112,12,34,9,53,0,21,3,26,226,1009,79,1319,42,125,14,179,33,118,3,159,81,441,29,551,92,425,31,543,78,324,28,430,68,277,23,371,35,173,10,213,24,69,22,108,0,34,3,32,442,1985,158,2590
SSC51361,29,167,40,232,28,214,49,291,122,776,180,1079,119,519,138,777,88,482,131,701,42,314,86,449,9,89,24,122,3,20,9,34,0,8,3,9,434,2597,662,3696,37,162,55,255,40,233,61,332,187,694,163,1043,160,423,116,702,108,378,105,594,49,206,57,309,15,68,19,100,3,26,10,36,0,7,5,12,599,2199,594,3396,62,332,96,494,71,444,115,631,304,1475,346,2120,283,940,255,1474,202,864,237,1294,98,525,139,762,17,162,44,227,3,44,16,70,0,19,5,23,1040,4797,1261,7089
SSC51362,22,108,20,151,20,116,22,156,33,344,43,427,56,270,47,371,45,209,41,292,37,210,34,283,18,93,19,135,7,47,7,61,0,12,6,20,238,1411,241,1900,18,100,27,146,9,117,15,146,63,317,49,430,80,237,38,355,53,185,31,270,41,184,34,260,15,82,10,107,4,50,15,67,0,23,10,38,291,1299,231,1822,46,210,47,301,29,239,39,304,93,665,93,851,134,507,88,728,101,390,71,566,76,393,67,539,34,181,33,247,12,100,26,127,0,40,14,53,531,2714,471,3719
SSC51363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,16
SSC51364,0,0,0,0,0,0,0,0,3,3,0,8,0,3,0,3,0,3,0,4,7,0,0,11,0,3,0,3,0,0,0,0,0,0,0,0,17,18,0,34,0,0,0,3,0,0,0,0,5,3,0,6,4,0,0,4,3,3,0,5,0,3,0,5,0,0,0,3,0,0,0,0,0,0,0,0,17,15,0,29,0,0,0,3,0,3,0,3,13,5,0,19,3,3,0,3,3,10,0,12,4,6,0,13,3,3,0,5,0,0,0,0,0,0,0,0,32,32,0,62
SSC51365,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,20
SSC51366,23,158,36,220,30,188,23,236,44,447,40,539,54,332,30,412,54,308,22,385,37,284,27,339,18,165,13,193,8,60,10,77,0,15,3,19,270,1948,199,2422,31,118,15,165,39,146,14,203,88,389,23,501,92,304,26,416,73,341,29,444,50,266,26,337,30,133,12,176,3,69,3,82,3,32,3,39,404,1808,144,2359,61,282,49,390,72,335,34,438,131,839,64,1033,145,632,51,826,132,644,53,832,81,547,50,680,44,294,29,365,11,128,16,160,3,49,3,56,671,3760,349,4783
SSC51367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,3,0,5,0,0,0,3,0,0,0,0,0,0,0,0,6,7,3,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,3,0,0,7,3,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,8,13,3,22
SSC51368,0,3,0,3,4,0,0,4,0,0,5,5,0,0,3,3,0,0,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,8,12,28,0,0,0,3,3,0,0,6,0,0,0,3,4,0,0,7,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,23,0,4,0,4,9,3,0,6,3,0,7,11,4,0,3,11,0,3,3,6,5,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,18,16,15,47
SSC51369,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,8,8,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,5,0,3,3,3,0,4,3,0,0,3,3,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,16,4,0,23
SSC51370,137,214,21,378,99,338,25,460,171,849,131,1148,144,595,79,821,170,521,68,759,146,552,74,768,159,434,48,642,33,160,23,216,13,63,13,85,1072,3727,479,5273,75,136,20,226,122,317,40,474,236,756,110,1098,190,499,58,747,237,507,62,806,207,617,73,892,167,385,54,603,56,179,29,264,10,134,16,157,1298,3522,449,5269,214,350,40,604,222,649,64,941,401,1610,233,2250,339,1093,133,1564,411,1025,136,1572,352,1163,139,1654,322,817,105,1242,90,344,54,481,20,195,22,240,2374,7245,930,10543
SSC51371,0,4,3,5,0,3,0,0,3,17,4,17,5,3,7,9,6,12,3,15,0,8,0,14,3,5,0,9,0,3,0,3,0,0,0,0,19,54,17,86,0,4,0,4,5,4,0,6,3,11,0,18,3,9,3,17,0,12,0,10,7,3,0,12,0,0,0,0,0,0,0,3,0,0,0,0,16,45,6,70,0,3,3,11,4,3,0,11,7,27,3,32,7,12,3,27,4,21,3,31,11,16,0,24,3,5,0,9,0,8,3,4,0,3,0,3,32,103,21,154
SSC51372,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,7,4,0,8,0,0,0,0,0,0,0,4,0,0,0,0,19,9,3,27,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,3,20,4,0,0,4,0,0,4,7,3,4,0,7,3,0,0,7,10,0,0,10,10,4,0,15,3,3,0,3,0,0,0,4,0,0,0,0,28,15,3,48
SSC51373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8
SSC51374,0,0,0,3,0,0,0,3,0,5,0,6,6,0,0,8,3,0,0,8,3,0,0,8,0,3,0,3,0,3,0,3,0,0,0,0,19,15,3,34,0,0,0,0,0,0,0,4,4,0,0,7,9,0,0,9,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,16,4,3,26,0,0,0,3,3,3,0,6,3,4,0,12,10,0,0,13,10,0,0,10,3,0,0,7,0,3,0,3,4,3,0,6,0,0,0,0,39,22,5,61
SSC51375,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,4,0,4,3,6,0,3,0,3,0,0,0,0,0,0,0,0,6,14,3,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,9,3,18,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,0,4,0,7,0,4,3,6,3,5,0,9,0,0,0,0,0,0,3,3,13,21,6,34
SSC51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,3,9,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,3,16,5,21
SSC51377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,0,17
SSC51378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,13,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,9,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,18
SSC51379,12,60,4,77,15,62,3,76,5,126,9,140,34,110,11,155,33,148,14,197,28,165,30,223,57,199,17,270,25,87,16,124,4,8,0,14,209,961,112,1283,15,70,9,86,16,72,6,95,29,115,11,151,46,109,11,168,54,136,9,194,46,191,15,243,48,177,22,246,22,66,8,90,0,10,0,16,270,936,81,1291,23,124,15,162,34,128,8,167,31,233,17,287,83,221,20,324,87,283,25,396,76,353,43,469,97,379,41,520,46,149,26,215,4,23,0,28,479,1897,198,2574
SSC51380,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,6,3,3,3,13,7,3,3,6,0,0,0,0,0,0,0,0,9,10,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,5,0,3,9,3,3,0,8,0,0,0,0,0,0,0,0,13,8,7,28,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,9,0,0,3,13,6,4,8,22,5,5,0,14,0,0,0,0,0,0,0,4,23,27,11,62
SSC51381,0,4,0,4,0,0,0,0,0,3,0,7,0,0,0,0,3,3,0,3,3,8,0,9,0,3,0,3,0,0,0,0,0,0,0,0,11,15,0,28,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,3,3,0,4,3,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,29,0,5,0,5,0,0,0,0,5,4,0,11,0,3,0,3,6,7,0,10,5,12,0,17,0,3,0,3,0,0,0,0,0,0,0,0,24,36,0,55
SSC51382,7,8,5,16,3,14,0,19,12,33,3,46,13,27,0,38,21,46,14,75,16,35,3,50,10,25,4,42,3,12,5,23,0,3,7,11,82,198,37,324,4,3,0,9,5,11,0,19,16,17,3,37,16,20,3,37,25,31,9,55,7,20,0,33,9,22,3,37,7,4,3,13,0,4,3,3,87,128,29,241,7,7,3,26,10,20,3,37,24,54,3,82,30,43,3,73,42,75,15,133,22,51,10,81,23,51,9,73,9,15,9,40,0,9,7,17,169,326,66,567
SSC51383,65,287,19,373,36,255,8,308,73,697,34,801,148,745,47,937,117,511,33,662,66,333,24,423,32,169,10,206,9,53,3,66,0,9,0,9,535,3054,186,3772,74,258,20,350,60,214,12,287,131,726,29,881,194,730,41,962,150,483,20,651,57,323,13,391,34,177,11,222,5,53,5,59,0,10,0,18,700,2970,162,3832,138,539,45,718,98,477,19,593,200,1419,61,1683,337,1477,91,1902,263,995,55,1313,126,649,40,820,67,346,18,426,14,103,11,122,0,20,0,21,1242,6021,346,7605
SSC51384,9,39,11,58,8,58,7,70,15,96,18,124,7,88,13,114,20,94,20,126,16,112,25,158,16,85,21,121,11,22,13,44,0,16,0,18,97,606,131,833,11,59,16,81,12,49,7,66,24,85,8,118,17,70,14,98,16,105,18,136,26,101,14,142,21,73,16,106,7,33,7,40,0,10,4,13,127,578,103,805,17,97,28,136,19,105,11,138,35,180,24,248,26,158,31,214,33,196,36,268,41,216,37,298,35,154,31,226,13,50,20,86,0,23,8,30,225,1177,232,1634
SSC51385,34,186,18,241,27,225,24,270,57,588,68,707,83,592,67,737,77,515,49,632,45,464,51,557,49,399,35,488,32,247,48,324,3,78,21,100,406,3286,378,4067,48,206,24,275,54,253,22,326,101,557,69,726,122,500,30,648,123,445,39,606,83,536,44,670,75,436,46,554,23,257,87,369,3,126,92,228,632,3320,454,4400,87,391,41,510,80,477,45,604,156,1149,129,1438,205,1085,97,1388,194,960,83,1239,131,995,92,1221,123,837,84,1046,53,500,133,689,6,202,121,328,1040,6600,830,8463
SSC51386,11,82,11,101,13,72,4,88,24,117,9,149,31,121,8,162,35,118,17,171,34,126,15,170,53,116,16,183,27,97,16,148,10,60,16,83,235,908,115,1256,16,67,6,95,12,67,8,84,36,119,8,168,57,130,18,201,53,159,11,228,50,142,13,208,83,144,18,243,36,133,29,197,4,118,25,144,350,1074,134,1559,27,149,13,195,23,135,11,172,64,234,17,315,95,246,25,363,87,278,33,402,87,268,29,381,135,256,35,422,62,233,48,343,12,177,38,223,585,1983,248,2813
SSC51387,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3,0,5,0,8,0,8,0,6,0,5,0,5,0,0,0,0,0,0,0,0,3,24,3,30,0,0,0,3,0,3,0,3,0,4,0,8,0,3,0,3,3,5,3,12,7,11,0,19,0,4,0,8,0,0,0,3,0,0,0,0,13,28,4,43,0,0,0,4,0,4,0,4,0,7,0,11,0,3,0,3,9,10,3,18,8,15,3,24,0,13,0,15,0,3,0,3,0,0,0,0,18,53,6,75
SSC51388,7,9,0,14,0,3,0,7,3,5,0,6,0,11,0,16,7,17,4,25,8,15,0,27,3,8,0,12,3,3,0,3,0,6,0,6,31,72,10,110,0,5,3,9,0,0,0,0,6,3,0,11,6,7,3,21,12,11,3,32,3,5,0,17,5,3,0,6,0,0,0,3,0,4,0,4,35,45,7,94,4,12,4,20,3,3,0,8,7,4,0,16,6,22,4,28,25,28,5,55,8,29,3,40,5,13,0,15,4,0,0,9,0,9,0,9,66,119,17,199
SSC51389,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10
SSC51390,0,42,22,63,5,35,6,49,16,78,10,100,10,67,8,82,9,49,9,66,7,31,3,40,3,16,5,20,0,3,0,3,0,0,0,0,52,314,58,421,5,23,15,47,3,53,4,61,16,80,15,115,14,57,7,79,8,38,6,55,14,31,0,42,0,3,0,3,0,5,0,6,0,0,0,3,64,298,51,415,8,61,34,108,9,89,14,109,29,162,30,218,27,127,14,164,24,84,8,122,16,61,4,81,3,19,5,26,0,11,0,9,0,3,0,3,120,610,114,840
SSC51391,20,77,9,102,54,239,31,323,73,467,57,595,69,265,51,383,60,202,34,288,30,142,33,203,14,87,24,127,8,28,21,54,0,23,21,43,321,1530,275,2124,36,80,5,114,77,183,21,272,90,411,62,564,93,208,34,331,64,171,23,262,36,144,19,200,21,81,9,112,5,58,24,96,0,39,25,68,422,1373,229,2020,57,156,12,221,129,419,52,601,165,880,119,1161,159,476,83,713,119,373,55,548,71,284,51,409,33,169,32,236,20,85,43,151,0,59,42,109,745,2900,500,4144
SSC51392,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,6,3,0,13,0,5,0,5,0,0,0,0,7,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,11,0,3,0,5,0,0,0,3,0,0,0,0,9,14,3,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,16,9,7,0,16,0,4,0,3,0,0,0,0,18,25,0,46
SSC51393,3,19,0,29,0,19,3,16,0,15,0,18,9,22,6,31,9,38,4,52,3,32,0,34,5,9,0,13,0,4,0,4,0,0,0,0,37,146,15,197,5,13,3,13,0,8,0,9,0,18,0,21,13,19,3,35,16,34,4,51,10,26,0,33,3,9,0,12,0,5,0,5,0,0,0,0,43,124,11,178,7,27,3,40,3,22,3,27,9,25,0,37,17,40,5,68,22,72,4,99,10,59,3,71,11,15,3,26,0,11,0,11,0,0,0,0,83,277,22,379
SSC51394,59,208,18,285,45,240,15,301,73,547,43,655,111,524,29,659,125,480,48,649,79,471,24,577,68,364,19,450,23,204,19,244,3,55,11,70,580,3087,219,3888,71,175,18,264,48,229,10,290,117,489,28,634,161,522,37,723,125,555,45,725,83,512,31,624,67,391,27,492,19,220,17,253,3,68,13,80,698,3152,222,4073,123,381,36,541,92,465,27,593,191,1035,66,1291,276,1039,68,1381,249,1032,92,1371,166,980,54,1201,134,758,49,936,43,417,37,497,4,123,25,150,1281,6238,446,7961
SSC51395,6,3,0,7,0,3,0,3,0,9,0,9,0,5,0,10,3,9,0,14,0,6,3,9,3,10,0,10,0,0,0,0,0,0,0,0,18,45,6,69,0,4,0,3,0,8,0,7,0,8,0,6,6,9,0,18,5,7,0,11,0,3,0,8,3,8,0,12,0,0,0,0,0,0,0,0,17,47,4,63,10,8,0,15,0,12,0,8,0,15,0,13,7,21,3,28,9,17,0,21,3,7,3,18,6,13,0,24,0,3,0,3,0,0,0,0,30,89,12,129
SSC51396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51397,27,70,9,111,11,43,8,62,13,81,4,103,41,92,18,148,50,125,20,192,35,152,6,192,42,94,13,145,6,45,3,55,0,14,3,15,223,711,86,1022,11,60,6,75,15,36,5,57,26,82,9,113,68,81,10,160,59,139,10,209,44,124,9,181,40,88,11,142,10,24,0,30,0,10,3,18,274,640,63,973,46,129,16,184,26,82,9,112,36,163,15,215,107,173,26,304,109,267,30,405,79,275,15,366,81,182,26,287,11,71,3,88,3,22,6,31,495,1354,148,1998
