SSC_CODE_2016,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
SSC51398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,8,5,14,0,9,5,11,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,20,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,0,9,5,11,0,9,5,11,0,7,3,7,0,0,0,3,0,0,0,0,0,0,0,0,0,24,19,46
SSC51399,0,19,0,19,3,109,0,116,4,78,3,81,0,36,0,36,0,39,3,37,0,73,3,75,0,130,5,137,0,63,5,67,3,35,0,39,3,7,0,15,0,0,0,0,15,585,21,619,3,30,0,39,3,98,0,101,0,58,0,56,0,27,0,33,0,44,0,45,0,90,3,95,0,128,7,131,0,63,0,61,3,22,0,26,7,13,0,16,3,0,0,8,21,573,17,609,3,47,0,55,7,210,3,220,3,132,3,139,3,68,0,68,0,80,3,89,0,164,7,170,5,255,9,269,0,129,3,130,10,56,0,60,3,22,0,29,3,4,0,6,40,1157,32,1230
SSC51400,0,18,0,15,3,53,4,55,0,21,3,24,0,4,0,4,3,20,0,27,0,39,5,47,0,44,4,45,0,61,3,71,3,33,0,36,8,4,0,12,0,3,0,5,17,299,29,343,0,21,0,21,0,50,0,52,0,37,0,38,0,10,0,10,0,17,0,17,0,54,5,58,0,54,4,57,0,63,4,65,0,33,0,36,0,10,0,10,0,0,0,0,3,340,14,360,0,36,0,32,7,97,4,113,0,62,3,64,0,16,0,16,3,42,0,44,0,92,12,101,0,100,9,106,0,123,9,137,5,64,3,77,8,17,0,21,0,3,0,4,21,642,44,709
SSC51401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,7,0,0,3,3,0,0,0,0,0,0,0,0,0,10,3,14
SSC51402,3,123,6,137,24,249,18,289,3,115,5,121,4,114,10,124,6,231,20,258,3,211,16,230,12,190,20,219,8,120,3,133,5,64,10,81,3,29,3,42,3,7,0,8,79,1457,115,1651,4,132,9,145,6,228,9,245,3,89,6,104,4,114,14,130,3,256,19,281,10,231,13,252,14,182,12,201,8,137,13,151,7,86,12,103,10,40,6,54,5,6,0,16,65,1494,112,1679,7,254,21,276,31,481,29,538,7,203,12,225,3,230,21,251,14,483,38,538,9,440,32,479,24,372,30,424,14,255,13,290,18,145,21,190,17,69,8,91,10,12,0,23,144,2953,235,3325
SSC51403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,22,0,0,0,0,0,5,0,5,0,5,0,5,0,0,0,0,0,6,0,3,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,28,0,3,7,3,0,5,0,5,0,3,0,3,0,0,0,0,0,8,0,11,0,3,4,12,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,46
SSC51404,0,11,8,19,0,26,20,49,0,14,5,23,0,18,3,18,0,13,9,29,0,21,10,37,0,11,3,15,0,4,0,10,0,4,3,6,0,0,0,0,0,0,0,0,3,130,73,201,0,21,20,35,0,25,15,41,0,19,3,20,0,14,7,17,0,20,20,43,0,29,9,37,0,9,9,21,0,20,3,20,0,0,4,5,0,0,0,0,0,0,0,0,3,152,88,241,0,28,29,53,0,55,34,87,0,30,10,41,0,25,8,32,0,37,29,68,0,47,25,74,0,21,11,32,0,24,6,31,0,3,6,11,0,0,0,0,0,0,0,0,8,279,159,441
SSC51405,3,217,39,252,11,389,24,424,0,163,15,175,3,243,14,260,9,774,97,876,8,587,61,663,7,524,53,582,10,461,59,534,24,405,56,476,15,147,30,187,7,24,7,47,95,3937,451,4482,3,224,35,259,7,358,29,396,3,168,8,181,0,266,27,292,9,834,104,946,15,605,66,682,7,555,44,600,16,513,61,589,17,381,49,449,24,168,32,222,26,56,14,99,118,4119,476,4717,4,444,70,516,16,750,60,817,3,333,26,356,5,507,47,552,12,1609,197,1822,21,1192,129,1344,14,1074,93,1182,29,974,115,1120,40,782,106,927,41,312,65,412,37,80,29,143,219,8049,934,9202
SSC51406,6,451,21,475,38,662,37,745,7,275,17,305,6,302,18,322,12,886,71,969,13,844,66,920,9,547,42,600,14,338,19,373,18,137,16,169,15,63,11,94,15,19,6,41,140,4537,328,5010,4,450,24,477,18,605,28,660,3,277,9,295,5,342,24,367,6,957,81,1042,11,838,57,905,10,565,32,608,13,363,17,394,16,160,12,187,17,81,11,115,36,33,21,91,147,4672,321,5139,11,900,46,952,60,1272,73,1401,14,553,30,604,12,644,41,690,13,1843,147,2006,20,1681,121,1827,21,1114,79,1206,26,703,39,767,28,303,23,352,38,144,30,211,52,55,28,133,288,9206,650,10148
SSC51407,0,4,0,4,0,12,0,12,0,5,0,5,0,4,0,4,0,3,0,3,0,7,3,9,0,7,0,7,0,5,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,40,3,47,0,4,0,4,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,8,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,33,0,33,0,5,0,5,0,15,0,15,0,7,0,7,0,4,0,4,0,0,0,0,0,16,3,18,0,12,0,12,0,6,0,13,0,7,0,7,0,0,0,0,0,0,0,0,0,78,3,80
SSC51408,0,49,5,58,0,84,6,95,0,43,3,41,0,45,4,46,0,86,0,89,3,76,4,88,0,83,3,87,5,65,3,73,7,62,7,75,0,34,0,34,9,4,0,14,28,630,44,697,0,51,3,55,6,101,3,108,0,48,0,48,0,45,7,54,0,100,3,103,3,67,8,76,0,112,7,119,3,69,3,75,0,61,4,73,7,35,3,41,7,3,3,8,23,696,42,764,0,105,6,109,6,190,9,201,0,84,3,91,0,91,11,101,7,183,9,196,3,148,10,167,3,197,5,211,7,137,7,151,7,126,11,145,6,64,4,75,15,6,6,21,54,1327,84,1466
SSC51409,5,203,10,217,22,404,24,447,8,210,14,228,8,248,10,268,9,477,40,528,6,416,37,460,7,505,35,546,24,460,28,515,28,373,28,426,34,136,10,187,13,32,9,57,165,3459,256,3885,0,196,11,202,7,430,32,468,5,214,16,232,6,225,6,236,9,448,26,478,12,433,29,478,17,511,28,547,18,515,39,576,27,394,36,457,48,182,16,245,48,45,13,105,206,3579,244,4026,7,394,20,419,32,831,52,915,13,422,32,465,12,477,22,505,20,926,64,1003,25,853,58,935,29,1013,60,1097,40,980,72,1092,56,760,68,881,81,317,32,431,63,81,23,164,370,7040,494,7907
SSC51410,0,115,3,119,8,339,21,366,0,244,5,245,0,111,8,119,0,192,19,214,0,235,23,258,0,254,18,270,0,211,21,229,9,174,12,197,3,74,3,79,11,17,3,28,29,1964,136,2120,0,90,4,94,4,243,15,262,0,122,6,130,0,80,0,80,3,175,15,196,0,221,15,234,0,301,22,323,3,242,24,261,3,176,10,189,6,77,7,92,18,38,4,69,48,1754,132,1937,0,208,12,215,10,583,36,631,0,362,10,374,0,194,7,198,4,364,38,409,0,453,39,494,3,556,37,595,7,448,41,493,9,344,31,385,15,145,11,168,26,58,10,97,74,3721,267,4059
SSC51411,0,3,0,3,0,10,0,12,0,11,0,11,0,5,0,5,0,0,0,0,0,9,0,9,0,14,0,10,0,7,0,12,0,3,0,0,0,0,0,0,0,0,0,0,3,54,0,59,0,3,0,3,0,7,0,9,0,3,0,3,0,3,0,3,0,3,0,3,0,6,0,6,0,12,0,12,0,9,0,10,0,0,0,3,0,0,0,0,0,0,0,0,3,36,4,47,0,4,0,4,0,14,3,19,0,13,0,13,0,8,0,8,0,3,0,3,0,14,0,15,0,24,0,25,0,14,3,17,3,3,0,6,0,0,0,0,0,0,0,0,3,94,3,101
SSC51412,0,3,0,3,0,3,0,3,0,0,0,0,0,70,30,99,3,599,214,813,0,566,204,768,3,543,146,691,0,271,72,347,0,26,6,33,0,0,0,0,0,0,0,0,7,2077,669,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,22,0,97,29,125,0,42,9,54,0,73,19,91,0,49,11,58,0,3,3,9,0,0,0,0,0,0,0,0,0,283,73,361,0,3,0,3,0,3,0,3,0,3,0,4,0,88,38,119,3,700,242,940,0,610,213,819,3,613,161,779,0,316,86,405,0,29,8,34,0,0,0,0,0,0,0,0,7,2356,748,3106
SSC51413,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,8,0,7,0,7,0,13,0,17,0,13,0,13,0,3,0,3,0,0,0,0,0,54,5,61,0,0,3,3,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,7,0,3,0,3,0,4,0,4,0,14,3,17,0,12,0,12,0,0,0,0,0,0,0,0,0,50,7,54,0,6,3,9,0,6,0,9,0,0,0,0,0,0,0,0,0,11,0,12,0,11,0,11,0,15,0,15,0,26,6,31,0,21,0,19,0,3,0,3,0,0,0,0,0,98,9,115
SSC51414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,0,0,6,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,13,6,20
SSC51415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,28
SSC51416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51419,0,10,3,11,0,31,4,28,0,14,0,14,0,8,0,10,0,13,0,15,0,19,0,23,0,19,0,19,0,16,4,26,0,12,3,16,3,14,3,18,0,0,0,3,6,144,22,183,0,15,3,20,0,39,3,43,0,8,0,9,0,7,0,6,0,16,4,24,0,18,0,21,0,19,0,20,3,16,0,24,0,13,3,17,3,9,4,21,0,0,0,3,11,155,26,192,0,22,11,35,0,62,7,70,0,18,0,21,3,11,3,12,3,29,5,35,0,33,3,40,0,34,0,40,0,37,8,42,4,24,6,33,8,20,4,38,0,0,3,6,17,305,53,375
SSC51420,0,3,0,3,0,12,3,14,0,0,0,0,0,4,3,8,0,3,3,4,0,6,0,13,0,14,6,19,0,17,0,18,0,7,0,16,3,4,0,6,0,0,0,0,8,73,19,99,0,0,0,0,0,8,4,14,0,0,0,0,0,3,0,9,0,10,3,14,0,5,0,8,0,14,0,10,0,9,3,11,0,15,3,16,0,5,0,5,0,3,0,3,4,77,16,101,0,6,0,6,4,20,5,33,0,3,0,3,0,7,3,9,0,20,6,23,0,17,3,25,0,25,3,32,0,21,9,34,3,27,3,27,3,4,0,12,0,3,0,3,15,150,35,202
SSC51421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC51422,0,12,4,19,0,11,4,14,0,5,13,23,0,5,7,15,0,29,11,43,0,17,19,37,0,16,9,28,0,9,4,15,0,0,0,4,3,0,4,7,0,0,0,0,5,105,77,185,0,0,15,15,0,11,23,35,0,7,5,11,0,14,3,14,0,26,14,35,0,15,13,31,0,14,11,17,0,10,3,10,0,3,0,5,4,0,3,7,0,0,0,3,12,101,88,197,0,14,16,34,0,26,24,52,0,12,18,32,0,21,7,26,0,52,25,75,0,32,33,69,0,26,19,44,0,14,10,27,3,7,4,13,3,0,5,14,0,0,0,3,14,200,168,381
SSC51423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,14,0,14
SSC51424,3,403,20,422,29,871,37,934,6,321,7,335,3,261,9,271,8,606,35,646,0,779,36,818,12,586,37,633,6,324,17,346,14,157,10,177,9,81,4,93,5,15,0,23,100,4397,204,4699,3,391,14,406,15,839,16,864,0,323,10,336,0,256,7,263,3,662,32,695,4,843,32,874,13,602,20,641,12,298,16,327,11,194,3,214,18,93,5,115,6,11,0,19,92,4509,163,4763,10,789,35,828,42,1703,48,1795,5,645,16,673,0,516,22,537,13,1270,65,1347,9,1624,61,1692,23,1188,60,1268,21,623,33,673,22,354,8,386,31,171,9,211,14,24,3,39,190,8905,372,9464
SSC51425,0,40,3,47,4,70,3,74,0,34,3,39,0,25,0,30,0,65,8,76,0,75,7,80,3,78,3,89,6,89,8,102,0,53,3,59,0,19,4,24,0,3,0,4,21,555,42,616,0,41,3,39,0,88,4,94,0,32,3,36,0,30,0,30,3,66,10,75,0,81,3,87,3,102,6,106,0,116,5,123,0,48,0,50,3,23,3,27,0,0,0,5,19,614,45,673,0,77,5,87,4,155,10,164,0,68,9,74,3,58,3,61,3,127,10,145,0,150,9,164,6,179,10,196,11,199,14,224,4,99,3,108,8,39,5,57,0,8,0,12,40,1169,87,1288
SSC51426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,10,0,15,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,34
SSC51427,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,3,8,0,4,0,4,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,18,3,22,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,4,0,3,4,8,0,3,0,3,0,6,0,6,0,9,0,9,0,0,0,0,0,3,0,3,0,0,0,0,0,38,6,43
SSC51428,0,0,0,0,0,3,0,5,0,0,5,4,0,6,0,6,0,3,3,7,0,3,0,3,0,7,3,8,0,5,0,5,0,7,0,7,0,3,0,3,0,0,0,0,0,45,14,56,0,0,0,0,0,10,0,12,0,0,0,0,0,3,0,3,0,4,0,4,0,3,3,3,0,8,0,7,0,7,0,8,0,5,0,10,0,3,0,3,0,0,0,0,3,40,5,53,0,0,0,0,0,10,5,15,0,0,5,4,0,10,0,10,0,10,3,13,0,7,4,13,0,12,3,19,0,13,0,13,0,10,0,15,0,10,0,11,0,0,0,0,3,84,20,103
SSC51429,3,19,3,23,0,35,3,37,0,15,3,15,0,24,0,25,0,165,48,213,4,131,30,163,4,85,37,122,0,53,11,62,0,11,0,12,0,0,0,0,0,0,0,0,10,534,138,676,0,7,0,8,0,19,0,22,0,11,0,11,0,12,0,19,0,53,5,59,0,24,3,27,0,20,3,21,0,14,4,19,0,7,0,7,0,0,0,0,0,0,0,0,0,180,21,197,3,21,5,25,0,58,3,64,0,28,3,28,0,44,3,42,0,220,52,275,4,156,31,188,4,101,36,146,0,65,18,86,0,20,0,24,0,0,0,3,0,0,0,0,7,707,155,875
SSC51430,0,3,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,28,0,27,0,3,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,6,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,9,0,9,0,16,3,13,0,0,0,0,0,0,0,0,0,6,0,6,0,11,0,11,0,3,3,3,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,52,4,59
SSC51431,0,3,0,3,3,7,0,10,0,3,0,3,0,0,0,0,0,11,0,14,0,9,4,13,0,9,3,13,0,20,3,25,6,19,3,27,3,9,0,12,3,0,0,3,9,85,13,110,0,3,3,7,0,13,4,17,0,5,0,5,0,6,0,3,0,13,0,12,0,6,0,7,0,14,3,15,0,20,0,25,5,14,0,18,0,0,0,5,0,0,0,0,3,89,19,108,0,6,3,11,3,20,9,22,0,4,0,4,0,6,0,5,0,21,3,21,0,16,3,16,0,20,5,29,0,41,3,48,5,34,3,42,0,12,0,14,3,0,0,3,14,180,31,224
SSC51432,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,9,0,9,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,26,0,29,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,12,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,6,0,9,0,3,0,3,0,4,0,4,0,5,0,5,0,0,0,0,0,18,0,18,0,7,0,7,0,3,0,6,0,4,0,4,0,0,0,0,0,53,0,52
SSC51433,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,7,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,19,0,3,0,3,0,4,0,4,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,20,0,3,0,3,0,3,0,3,0,4,0,4,0,0,0,0,0,3,0,3,0,4,0,4,0,7,0,10,0,13,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,42
SSC51434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51435,0,153,9,163,19,376,7,397,0,181,6,188,3,124,11,139,3,231,10,238,3,304,25,331,4,398,21,428,4,270,12,286,8,175,9,190,9,54,5,66,0,10,0,12,54,2266,115,2440,3,138,8,147,3,394,9,410,3,151,6,160,3,100,7,113,3,258,6,265,3,367,12,386,7,394,18,415,8,285,14,300,7,151,11,171,3,34,3,44,6,0,0,11,52,2268,102,2417,6,288,9,305,22,767,15,810,4,325,18,350,8,225,14,249,9,481,17,502,7,671,35,712,7,794,44,849,15,549,24,588,14,329,19,362,11,93,11,114,6,12,0,20,104,4536,216,4855
SSC51436,0,4,0,4,0,0,0,3,0,3,0,4,0,0,0,0,0,3,0,5,0,3,0,3,0,6,3,12,0,6,0,9,0,4,0,10,0,3,0,3,0,0,0,0,0,43,7,49,0,0,0,0,0,9,3,6,0,0,0,0,0,0,0,0,0,5,0,8,0,6,0,6,0,3,0,3,0,4,0,4,0,3,0,4,0,3,0,4,0,0,0,0,0,29,5,39,0,6,0,6,0,7,3,10,0,3,0,4,0,0,0,0,0,4,3,7,0,8,0,8,0,11,3,16,0,11,0,11,0,12,3,14,0,3,0,3,0,0,0,0,0,72,16,82
