SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC51582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51584,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,7,7,35,15,19,11,30,13,45,8,177
SSC51585,0,4,0,0,0,0,0,3,0,14,0,3,0,0,3,3,0,3,12,26,71,72,62,60,85,124,309,262,25,1067
SSC51586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
SSC51587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,21
SSC51588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,3,0,10,0,27
SSC51590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,12
SSC51592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,20
SSC51593,3,13,10,8,20,8,9,11,0,77,8,13,14,10,16,16,0,11,11,106,70,253,214,251,322,398,195,323,31,2044
SSC51594,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,10,4,5,0,33
SSC51595,0,53,38,35,54,54,21,39,3,299,14,48,31,16,51,74,25,44,48,351,253,1251,980,943,1536,1605,730,997,109,8406
SSC51596,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,4,10,7,6,0,8,4,8,0,58
SSC51597,0,0,3,0,0,3,0,3,0,14,0,0,0,3,0,3,0,0,4,11,30,44,49,51,32,62,47,176,7,504
SSC51598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,3,9,7,16,6,13,0,52
SSC51599,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,3,8,14,35,30,38,28,29,34,37,10,258
SSC51600,0,22,8,13,21,15,9,6,0,98,3,7,18,10,21,33,13,15,30,153,106,435,394,297,532,492,236,303,53,2855
SSC51601,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,3,0,4,9,18,9,10,13,20,18,24,237,8,364
SSC51602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,9,5,6,11,10,22,9,21,0,94
SSC51603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,7,7,6,7,15,3,68
SSC51604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,12
SSC51605,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,4,9,12,5,9,9,3,18,0,79
SSC51606,0,11,10,9,5,17,3,12,0,70,6,13,9,9,9,17,10,4,20,98,104,505,329,330,454,532,244,399,29,2936
SSC51607,0,0,3,0,3,0,0,0,0,10,0,0,4,0,0,0,3,3,0,10,9,24,18,12,29,16,3,25,3,145
SSC51608,0,9,4,4,10,4,0,7,0,36,0,5,7,6,11,3,4,0,13,49,62,134,113,147,182,128,97,125,19,1007
SSC51609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7
SSC51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,9
SSC51611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
SSC51612,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,3,22,14,11,18,13,7,21,10,121
SSC51613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,12,0,29
SSC51614,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,6,0,21
SSC51615,0,3,4,3,3,3,0,0,0,16,0,3,3,0,0,3,3,8,4,25,18,53,36,46,34,99,69,78,13,436
SSC51616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,15
SSC51617,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,11,11,7,10,8,8,11,0,66
SSC51618,0,7,5,4,0,9,4,6,0,32,0,3,5,6,6,4,0,3,8,30,26,76,61,87,97,108,54,107,10,628
SSC51619,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,4,8,11,13,0,15,0,67
SSC51620,0,0,0,0,6,3,3,3,0,18,0,0,0,0,4,8,4,3,3,28,19,64,53,49,112,98,72,89,9,573
SSC51621,0,11,6,4,9,11,3,10,0,51,0,16,0,8,3,14,0,9,4,58,44,324,198,194,234,348,145,292,22,1804
SSC51622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC51623,0,0,3,3,0,3,0,0,0,8,0,3,0,0,0,0,0,0,7,16,11,39,21,19,32,33,16,50,3,226
SSC51624,5,35,18,26,33,34,17,36,3,207,4,32,15,19,41,43,12,24,18,203,169,772,591,547,791,894,454,722,61,4999
SSC51625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,3,6,3,13,0,44
SSC51626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,10,0,17
SSC51628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
SSC51629,0,0,0,0,3,0,0,4,0,15,0,0,0,0,4,3,0,3,5,19,18,42,37,43,53,75,24,68,10,362
SSC51630,0,3,3,6,9,6,0,12,0,32,0,4,3,4,4,3,6,8,5,41,37,84,78,77,102,98,49,134,16,669
SSC51631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,3,4,3,3,3,5,0,37
SSC51632,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,11
SSC51633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,3,3,3,3,6,20,0,40
SSC51634,3,5,3,3,7,5,4,0,0,31,3,4,3,7,0,12,4,5,5,44,34,61,51,63,103,131,52,91,10,590
SSC51635,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,11,11,22,8,12,15,37,14,22,3,139
SSC51636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51637,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,14,14,14,12,20,13,41,3,134
SSC51638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,7,3,15
SSC51639,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,3,12,20,19,14,17,47,44,18,62,14,247
SSC51640,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,19
SSC51641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,15
SSC51642,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,12,7,10,6,8,3,13,0,60
SSC51643,0,7,4,3,12,5,6,6,0,54,0,4,4,3,3,6,6,4,13,41,51,142,130,136,205,177,100,141,20,1099
SSC51644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,20,16,6,5,4,11,9,88,3,165
SSC51646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,3,5,0,3,18,0,41
SSC51647,0,5,0,3,0,4,0,0,0,13,0,8,3,0,0,3,3,0,0,19,25,89,62,72,38,79,33,87,3,483
SSC51648,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,11,7,29,21,22,5,18,13,36,4,144
SSC51649,4,3,0,3,4,7,6,10,0,45,0,6,0,3,0,9,3,4,8,34,60,158,125,142,171,167,128,220,19,1192
SSC51650,3,21,23,21,33,28,13,20,0,162,9,18,5,7,39,20,16,24,39,172,177,391,358,401,683,669,283,690,77,3743
SSC51651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14
SSC51652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51653,9,19,19,29,50,43,10,20,3,202,7,19,13,16,32,46,20,30,19,200,144,420,338,420,801,741,324,505,43,3730
SSC51654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,3,4,12,8,3,8,0,62
SSC51655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7
SSC51657,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,3,0,3,4,0,11,0,28
SSC51658,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,18,9,14,16,18,17,18,10,29,5,146
SSC51659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,0,10
SSC51660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,5,6,32,0,58
SSC51661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,8,0,10,0,29
SSC51662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51663,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,3,12,3,41
SSC51664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,3,7,4,11,0,42
SSC51667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,4,5,15,0,44
SSC51668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,5,0,15
SSC51669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,8,3,7,0,24
SSC51671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51672,3,33,24,26,52,41,9,34,3,230,8,41,23,24,34,50,23,31,41,266,165,656,600,627,1139,1204,545,834,88,5864
SSC51673,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,5,0,8,11,3,8,0,46
SSC51674,0,3,5,0,5,0,3,7,0,31,7,6,3,3,3,11,5,7,4,47,42,143,85,128,124,127,83,168,11,909
SSC51675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,13
SSC51676,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,5,0,9,3,0,0,17,4,33
SSC51677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,13
SSC51678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,6,0,16
SSC51679,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,22,17,27,25,15,11,37,5,170
SSC51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,7,13
SSC51682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC59494,0,6,3,3,8,6,7,5,0,44,17,9,8,8,6,7,10,27,33,126,140,151,146,136,200,222,136,587,60,1773
SSC59797,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,50,0,60,16,12,11,0,4,14,11,274,4,334
